FOT_RT,,FOT_35C,,FOT_45C,,FOT_55C,,Convert to Abs("FOT_RT"):FOT_RT,,Convert to Abs("FOT_35C"):FOT_35C,,Convert to Abs("FOT_45C"):FOT_45C,,Convert to Abs("FOT_55C"):FOT_55C,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1443.472046,0.1115778461,1443.472046,0.1444169879,1443.472046,0.1460018754,1443.472046,0.1387970001,1443.472046,2.952422142,1443.472046,2.840381622,1443.472046,2.835641623,1443.472046,2.857620001,
1442.805054,0.109914355,1442.805054,0.1449569017,1442.805054,0.1463408321,1442.805054,0.1392364949,1442.805054,2.958945513,1442.805054,2.838761091,1442.805054,2.834634542,1442.805054,2.856246948,
1442.138062,0.1097284108,1442.138062,0.1426827163,1442.138062,0.1450887322,1442.138062,0.1422562152,1442.138062,2.959680796,1442.138062,2.845628738,1442.138062,2.83836627,1442.138062,2.846928835,
1441.470947,0.1127053276,1441.470947,0.1444740742,1441.470947,0.1458727866,1441.470947,0.1391418576,1441.470947,2.948055506,1441.470947,2.840210199,1441.470947,2.836025715,1441.470947,2.85654211,
1440.803955,0.1106376871,1440.803955,0.1418584734,1440.803955,0.1442607194,1440.803955,0.1407230794,1440.803955,2.956096888,1440.803955,2.84814477,1440.803955,2.840852022,1440.803955,2.851634741,
1440.136963,0.1098086834,1440.136963,0.1417647302,1440.136963,0.1454458386,1440.136963,0.1394298673,1440.136963,2.959363222,1440.136963,2.848431826,1440.136963,2.837298632,1440.136963,2.855644226,
1439.469971,0.1110126823,1439.469971,0.1417928934,1439.469971,0.1446039379,1439.469971,0.1366253495,1439.469971,2.954627275,1439.469971,2.848345518,1439.469971,2.839819908,1439.469971,2.864468813,
1438.802979,0.1122667119,1438.802979,0.1423001736,1438.802979,0.1442297101,1438.802979,0.1413369626,1438.802979,2.949748993,1438.802979,2.846794605,1438.802979,2.840945244,1438.802979,2.84974432,
1438.135986,0.1103094816,1438.135986,0.141903013,1438.135986,0.1446692348,1438.135986,0.138379395,1438.135986,2.957387209,1438.135986,2.848008394,1438.135986,2.83962369,1438.135986,2.858928442,
1437.468994,0.1087598503,1437.468994,0.1417690516,1437.468994,0.1448352039,1437.468994,0.1401298046,1437.468994,2.963531494,1437.468994,2.848418474,1437.468994,2.839125872,1437.468994,2.853469372,
1436.802002,0.110103786,1436.802002,0.1419028342,1436.802002,0.1421194077,1436.802002,0.1404300034,1436.802002,2.958197832,1436.802002,2.848008871,1436.802002,2.847346544,1436.802002,2.852540016,
1436.13501,0.1068320349,1436.13501,0.1456988454,1436.13501,0.1460292339,1436.13501,0.1402290761,1436.13501,2.971298456,1436.13501,2.836543798,1436.13501,2.835560083,1436.13501,2.853161812,
1435.468018,0.1109450236,1435.468018,0.1402110159,1435.468018,0.1439364552,1435.468018,0.1377594471,1435.468018,2.954892159,1435.468018,2.85321784,1435.468018,2.8418293,1435.468018,2.860878706,
1434.801025,0.1104648784,1434.801025,0.1435998529,1434.801025,0.1451760828,1434.801025,0.1383497715,1434.801025,2.956775665,1434.801025,2.842845917,1434.801025,2.838104963,1434.801025,2.859021664,
1434.134033,0.1122956127,1434.134033,0.1434785128,1434.134033,0.1462367773,1434.134033,0.1381062716,1434.134033,2.949637175,1434.134033,2.843213081,1434.134033,2.834943295,1434.134033,2.85978651,
1433.467041,0.1082190052,1433.467041,0.1412092447,1433.467041,0.1422262043,1433.467041,0.1339032948,1433.467041,2.965696335,1433.467041,2.850136757,1433.467041,2.847020388,1433.467041,2.873208761,
1432.800049,0.1068406627,1432.800049,0.1435742676,1432.800049,0.1445549577,1432.800049,0.1351414025,1432.800049,2.971263409,1432.800049,2.842923403,1432.800049,2.839967012,1432.800049,2.869211674,
1432.133057,0.1090942174,1432.133057,0.1452153474,1432.133057,0.1444801688,1432.133057,0.1388774514,1432.133057,2.962198257,1432.133057,2.837987423,1432.133057,2.840191841,1432.133057,2.857368231,
1431.466064,0.107214205,1431.466064,0.1414362639,1431.466064,0.1445454955,1431.466064,0.1377003938,1431.466064,2.969747782,1431.466064,2.849439144,1431.466064,2.839995384,1431.466064,2.861064911,
1430.79895,0.1098867878,1430.79895,0.1417419016,1430.79895,0.1439789683,1430.79895,0.1391880959,1430.79895,2.95905447,1430.79895,2.848501682,1430.79895,2.841701031,1430.79895,2.856397867,
1430.131958,0.1086924374,1430.131958,0.141170755,1430.131958,0.1437039822,1430.131958,0.138059929,1430.131958,2.963800669,1430.131958,2.850255251,1430.131958,2.842531204,1430.131958,2.859932423,
1429.464966,0.1101105511,1429.464966,0.1427499801,1429.464966,0.1420887262,1429.464966,0.1386377662,1429.464966,2.958171129,1429.464966,2.845423937,1429.464966,2.847440481,1429.464966,2.858118534,
1428.797974,0.1100872308,1428.797974,0.1413122416,1428.797974,0.1444945186,1428.797974,0.1371994168,1428.797974,2.958263159,1428.797974,2.849820137,1428.797974,2.840148687,1428.797974,2.862647772,
1428.130981,0.1094980985,1428.130981,0.1449680477,1428.130981,0.1429607719,1428.130981,0.1378742009,1428.130981,2.960593462,1428.130981,2.838727713,1428.130981,2.844783068,1428.130981,2.860517025,
1427.463989,0.1109993756,1427.463989,0.1429916471,1427.463989,0.145478338,1427.463989,0.138735652,1427.463989,2.954679489,1427.463989,2.844689369,1427.463989,2.837201595,1427.463989,2.857811928,
1426.796997,0.1084359735,1426.796997,0.1414747834,1426.796997,0.1416322142,1426.796997,0.1363409758,1426.796997,2.964826584,1426.796997,2.849320889,1426.796997,2.848837852,1426.796997,2.865373611,
1426.130005,0.1071202904,1426.130005,0.1389291435,1426.130005,0.1413378865,1426.130005,0.1370440871,1426.130005,2.970128298,1426.130005,2.857206583,1426.130005,2.849741459,1426.130005,2.863139629,
1425.463013,0.1095900685,1425.463013,0.1414524764,1425.463013,0.1413472742,1425.463013,0.1390242875,1425.463013,2.96022892,1425.463013,2.849389553,1425.463013,2.84971261,1425.463013,2.856909275,
1424.796021,0.1092993319,1424.796021,0.139488399,1424.796021,0.1411065459,1424.796021,0.1366552562,1424.796021,2.961382389,1424.796021,2.855461836,1424.796021,2.8504529,1424.796021,2.864373684,
1424.129028,0.1091321558,1424.129028,0.140605405,1424.129028,0.1437666416,1424.129028,0.1359584779,1424.129028,2.962047338,1424.129028,2.851998091,1424.129028,2.8423419,1424.129028,2.866593599,
1423.462036,0.1093131974,1423.462036,0.1420335323,1423.462036,0.1434326768,1423.462036,0.1374335885,1423.462036,2.961327314,1423.462036,2.847609043,1423.462036,2.843351841,1423.462036,2.861907244,
1422.795044,0.1093256325,1422.795044,0.141195491,1422.795044,0.1420832127,1422.795044,0.1374804229,1422.795044,2.961277962,1422.795044,2.850179195,1422.795044,2.84745717,1422.795044,2.861759186,
1422.128052,0.109319374,1422.128052,0.1435504556,1422.128052,0.1428421736,1422.128052,0.1373071373,1422.128052,2.961302757,1422.128052,2.842995405,1422.128052,2.845143557,1422.128052,2.862306833,
1421.46106,0.1075982451,1421.46106,0.1409652829,1421.46106,0.1398413181,1421.46106,0.136987105,1421.46106,2.968194723,1421.46106,2.850887775,1421.46106,2.854364395,1421.46106,2.863320351,
1420.794067,0.1072229668,1420.794067,0.1398955882,1420.794067,0.1413357258,1420.794067,0.1368897855,1420.794067,2.969712257,1420.794067,2.854196072,1420.794067,2.849748135,1420.794067,2.863628864,
1420.126953,0.1097864732,1420.126953,0.1407472938,1420.126953,0.1430182308,1420.126953,0.1386768669,1420.126953,2.959451199,1420.126953,2.851559877,1420.126953,2.844608545,1420.126953,2.857995987,
1419.459961,0.1089305878,1419.459961,0.141409263,1419.459961,0.1426531821,1419.459961,0.1360679865,1419.459961,2.962850094,1419.459961,2.849522114,1419.459961,2.845718622,1419.459961,2.866244078,
1418.792969,0.108654812,1418.792969,0.1397730708,1418.792969,0.1389651448,1418.792969,0.1374831498,1418.792969,2.963951111,1418.792969,2.854576588,1418.792969,2.857094049,1418.792969,2.861750603,
1418.125977,0.106939584,1418.125977,0.1415340602,1418.125977,0.1420352608,1418.125977,0.1345922351,1418.125977,2.970861435,1418.125977,2.849138975,1418.125977,2.847603798,1418.125977,2.870980024,
1417.458984,0.1082283929,1417.458984,0.1418149024,1417.458984,0.1409018785,1417.458984,0.1358277351,1417.458984,2.965658903,1417.458984,2.848278046,1417.458984,2.851083279,1417.458984,2.867011547,
1416.791992,0.1068908051,1416.791992,0.1390300989,1416.791992,0.1394050866,1416.791992,0.1346783042,1416.791992,2.971059561,1416.791992,2.856891155,1416.791992,2.855721474,1416.791992,2.870702267,
1416.125,0.1079230905,1416.125,0.1418301314,1416.125,0.1409069449,1416.125,0.1357416213,1416.125,2.966885567,1416.125,2.848231554,1416.125,2.851067543,1416.125,2.867286921,
1415.458008,0.1072237492,1415.458008,0.1382403374,1415.458008,0.1402701885,1415.458008,0.1373395026,1415.458008,2.96970892,1415.458008,2.859365225,1415.458008,2.853034735,1415.458008,2.862204552,
1414.791016,0.1094706133,1414.791016,0.1391063333,1414.791016,0.138036117,1414.791016,0.1362627298,1414.791016,2.960702419,1414.791016,2.856653214,1414.791016,2.860007286,1414.791016,2.865622997,
1414.124023,0.1059975326,1414.124023,0.139813602,1414.124023,0.1407160908,1414.124023,0.1348930597,1414.124023,2.974704266,1414.124023,2.854450464,1414.124023,2.851656199,1414.124023,2.870010376,
1413.457031,0.1070839688,1413.457031,0.1379263997,1413.457031,0.1415481865,1413.457031,0.1333812624,1413.457031,2.97027564,1413.457031,2.860352516,1413.457031,2.849095583,1413.457031,2.874905109,
1412.790039,0.1073348075,1412.790039,0.1426467299,1412.790039,0.1423852444,1412.790039,0.1373503059,1412.790039,2.969259501,1412.790039,2.845738173,1412.790039,2.846534967,1412.790039,2.862170458,
1412.123047,0.1074560434,1412.123047,0.1378406584,1412.123047,0.1398616582,1412.123047,0.1355858296,1412.123047,2.968769073,1412.123047,2.860622644,1412.123047,2.854301214,1412.123047,2.867785692,
1411.456055,0.104910098,1411.456055,0.1404293478,1411.456055,0.1397951692,1411.456055,0.1343434602,1411.456055,2.97918272,1411.456055,2.852542162,1411.456055,2.854507923,1411.456055,2.871783495,
1410.789063,0.104061313,1410.789063,0.1404871345,1410.789063,0.1395912617,1410.789063,0.135178864,1410.789063,2.9827106,1410.789063,2.852363348,1410.789063,2.855141878,1410.789063,2.869091272,
1410.121948,0.1057557613,1410.121948,0.1386214942,1410.121948,0.1403893083,1410.121948,0.1365289092,1410.121948,2.975695848,1410.121948,2.858169317,1410.121948,2.852665901,1410.121948,2.864775419,
1409.454956,0.1068510264,1409.454956,0.1394517869,1409.454956,0.1401025653,1409.454956,0.1341323256,1409.454956,2.971221209,1409.454956,2.855576038,1409.454956,2.85355401,1409.454956,2.872466564,
1408.787964,0.1049370766,1408.787964,0.1386871338,1408.787964,0.138231501,1408.787964,0.1341916919,1408.787964,2.97907114,1408.787964,2.8579638,1408.787964,2.859392881,1408.787964,2.872274399,
1408.120972,0.1064944789,1408.120972,0.1379992068,1408.120972,0.13827613,1408.120972,0.1339556575,1408.120972,2.972672939,1408.120972,2.860123396,1408.120972,2.859252691,1408.120972,2.873039007,
1407.453979,0.1086289287,1407.453979,0.1396888345,1407.453979,0.1378738433,1407.453979,0.1330447197,1407.453979,2.964054585,1407.453979,2.854838371,1407.453979,2.860518217,1407.453979,2.876002312,
1406.786987,0.1062812954,1406.786987,0.136910513,1406.786987,0.1394829005,1406.786987,0.1329299062,1406.786987,2.973543167,1406.786987,2.863563299,1406.786987,2.855479002,1406.786987,2.876377344,
1406.119995,0.1048718095,1406.119995,0.1371124089,1406.119995,0.1388746053,1406.119995,0.133827582,1406.119995,2.979341269,1406.119995,2.862923145,1406.119995,2.857377052,1406.119995,2.873454332,
1405.453003,0.1067044362,1405.453003,0.1363335252,1405.453003,0.138412863,1405.453003,0.1311049163,1405.453003,2.971817493,1405.453003,2.865397215,1405.453003,2.858823538,1405.453003,2.882380962,
1404.786011,0.1043519154,1404.786011,0.138751775,1404.786011,0.1390497237,1404.786011,0.1354876608,1404.786011,2.981499672,1404.786011,2.857761383,1404.786011,2.856829882,1404.786011,2.868100166,
1404.119019,0.1073895618,1404.119019,0.1365167052,1404.119019,0.1394093931,1404.119019,0.1334462613,1404.119019,2.96903801,1404.119019,2.864814281,1404.119019,2.855707884,1404.119019,2.874693632,
1403.452026,0.1032978743,1403.452026,0.1397160888,1403.452026,0.1374138445,1403.452026,0.1322001517,1403.452026,2.985908508,1403.452026,2.854753494,1403.452026,2.861969471,1403.452026,2.878767967,
1402.785034,0.1054615825,1402.785034,0.1371805519,1402.785034,0.1397079974,1402.785034,0.1310519725,1402.785034,2.976905823,1402.785034,2.862707376,1402.785034,2.854778767,1402.785034,2.882556438,
1402.118042,0.1055711657,1402.118042,0.1370478123,1402.118042,0.1379071772,1402.118042,0.1332694888,1402.118042,2.976454735,1402.118042,2.863127947,1402.118042,2.860413074,1402.118042,2.875269175,
1401.45105,0.1041273922,1401.45105,0.1362328082,1401.45105,0.136036545,1401.45105,0.1311520189,1401.45105,2.982434988,1401.45105,2.865718365,1401.45105,2.866344452,1401.45105,2.882225037,
1400.784058,0.1043524146,1400.784058,0.1370418668,1400.784058,0.1356966943,1400.784058,0.1323493868,1400.784058,2.981497526,1400.784058,2.863146782,1400.784058,2.867430687,1400.784058,2.878278017,
1400.117065,0.1055762619,1400.117065,0.1382635832,1400.117065,0.1394776702,1400.117065,0.1344525069,1400.117065,2.976433754,1400.117065,2.859292269,1400.117065,2.855495214,1400.117065,2.871431112,
1399.449951,0.105086565,1399.449951,0.1375612617,1399.449951,0.1401802748,1399.449951,0.1314639449,1399.449951,2.978452921,1399.449951,2.861503839,1399.449951,2.853313208,1399.449951,2.881193399,
1398.782959,0.1060276181,1398.782959,0.134812966,1398.782959,0.1382962614,1398.782959,0.1308372468,1398.782959,2.974581003,1398.782959,2.870268345,1398.782959,2.85918951,1398.782959,2.883268595,
1398.115967,0.1035984457,1398.115967,0.1373867095,1398.115967,0.1374141574,1398.115967,0.1321295053,1398.115967,2.984646797,1398.115967,2.862055302,1398.115967,2.861968517,1398.115967,2.879000187,
1397.448975,0.1046733484,1397.448975,0.1343127191,1397.448975,0.1345906109,1397.448975,0.1329046339,1397.448975,2.980163813,1397.448975,2.871882915,1397.448975,2.87098527,1397.448975,2.876459837,
1396.781982,0.1039542481,1396.781982,0.1377383471,1396.781982,0.1368770897,1396.781982,0.1335874796,1396.781982,2.983157873,1396.781982,2.860945225,1396.781982,2.863669157,1396.781982,2.8742342,
1396.11499,0.1024228409,1396.11499,0.1382122636,1396.11499,0.134756431,1396.11499,0.1297692209,1396.11499,2.989603281,1396.11499,2.85945344,1396.11499,2.870450497,1396.11499,2.886828423,
1395.447998,0.1044706106,1395.447998,0.1333711296,1395.447998,0.1372646391,1395.447998,0.1330465078,1395.447998,2.981005907,1395.447998,2.87493825,1395.447998,2.862441301,1395.447998,2.87599659,
1394.781006,0.1068268344,1394.781006,0.137067765,1394.781006,0.1338101178,1394.781006,0.1294433922,1394.781006,2.971319675,1394.781006,2.863064766,1394.781006,2.873511076,1394.781006,2.887920141,
1394.114014,0.1043262333,1394.114014,0.133325696,1394.114014,0.1341180354,1394.114014,0.1308222264,1394.114014,2.981606483,1394.114014,2.875086069,1394.114014,2.872512817,1394.114014,2.883318424,
1393.447021,0.1003645137,1393.447021,0.1381204873,1393.447021,0.1364292055,1393.447021,0.1319880188,1393.447021,2.998419762,1393.447021,2.859741926,1393.447021,2.865092516,1393.447021,2.87946558,
1392.780029,0.1040696874,1392.780029,0.1350207031,1392.780029,0.1334151626,1392.780029,0.131594792,1392.780029,2.982675791,1392.780029,2.869599581,1392.780029,2.874794722,1392.780029,2.880761385,
1392.113037,0.1036652848,1392.113037,0.1357118785,1392.113037,0.1351563036,1392.113037,0.1308410466,1392.113037,2.984366655,1392.113037,2.86738205,1392.113037,2.869163752,1392.113037,2.883255959,
1391.446045,0.1017834619,1391.446045,0.1352381557,1391.446045,0.1337147802,1391.446045,0.1297332793,1391.446045,2.992322683,1391.446045,2.868900776,1391.446045,2.873820543,1391.446045,2.886948586,
1390.779053,0.1020214036,1390.779053,0.1348862201,1390.779053,0.1338175684,1390.779053,0.1271487772,1390.779053,2.991308689,1390.779053,2.87003231,1390.779053,2.873486757,1390.779053,2.895687819,
1390.112061,0.1019837484,1390.112061,0.1357134134,1390.112061,0.1334020793,1390.112061,0.1286524683,1390.112061,2.991469145,1390.112061,2.867377281,1390.112061,2.874837399,1390.112061,2.890581846,
1389.444946,0.1020921245,1389.444946,0.1303098649,1389.444946,0.1331167072,1389.444946,0.1292192787,1389.444946,2.991007805,1389.444946,2.88502264,1389.444946,2.875767469,1389.444946,2.88867259,
1388.777954,0.1009887755,1388.777954,0.1327632666,1388.777954,0.1308066249,1388.777954,0.1278934479,1388.777954,2.995726824,1388.777954,2.876922131,1388.777954,2.883370161,1388.777954,2.89315176,
1388.110962,0.1011788025,1388.110962,0.129972145,1388.110962,0.1322361082,1388.110962,0.1256849915,1388.110962,2.994910479,1388.110962,2.886149645,1388.110962,2.87864995,1388.110962,2.900716543,
1387.44397,0.1018230319,1387.44397,0.1338243037,1387.44397,0.1308013499,1387.44397,0.1254379153,1387.44397,2.992153883,1387.44397,2.873465061,1387.44397,2.883387804,1387.44397,2.901571274,
1386.776978,0.1032344997,1386.776978,0.1299728006,1386.776978,0.130943656,1386.776978,0.1272668093,1386.776978,2.98617506,1386.776978,2.886147499,1386.776978,2.882915497,1386.776978,2.895284891,
1386.109985,0.1022898927,1386.109985,0.1321021914,1386.109985,0.131422013,1386.109985,0.1296218634,1386.109985,2.990167379,1386.109985,2.879090071,1386.109985,2.881331921,1386.109985,2.887321711,
1385.442993,0.1021063328,1385.442993,0.1322586983,1385.442993,0.1335015893,1385.442993,0.1280283183,1385.442993,2.990947247,1385.442993,2.878575802,1385.442993,2.874513626,1385.442993,2.892693996,
1384.776001,0.09948929399,1384.776001,0.1327827424,1384.776001,0.13147901,1384.776001,0.1280593276,1384.776001,3.00222373,1384.776001,2.876858473,1384.776001,2.88114357,1384.776001,2.892588854,
1384.109009,0.1025026813,1384.109009,0.1301179081,1384.109009,0.1315332353,1384.109009,0.1271911711,1384.109009,2.989264727,1384.109009,2.885663033,1384.109009,2.880964518,1384.109009,2.895543098,
1383.442017,0.1036343724,1383.442017,0.130559057,1383.442017,0.1334853172,1383.442017,0.1277966201,1383.442017,2.984496117,1383.442017,2.884192944,1383.442017,2.874566555,1383.442017,2.893480539,
1382.775024,0.1024020612,1382.775024,0.1323262602,1382.775024,0.1341866404,1382.775024,0.1300425828,1382.775024,2.989691257,1382.775024,2.878354073,1382.775024,2.872290611,1382.775024,2.885914326,
1382.108032,0.1033144221,1382.108032,0.132829681,1382.108032,0.1331903487,1382.108032,0.1286713332,1382.108032,2.985839128,1382.108032,2.876704931,1382.108032,2.875527143,1382.108032,2.890518188,
1381.44104,0.1044111475,1381.44104,0.1345962137,1381.44104,0.1327425838,1381.44104,0.12736094,1381.44104,2.981253147,1381.44104,2.87096715,1381.44104,2.876989841,1381.44104,2.894963741,
1380.774048,0.1030092239,1380.774048,0.1346641481,1380.774048,0.1339733899,1380.774048,0.1288831234,1380.774048,2.987123966,1380.774048,2.870748043,1380.774048,2.872981548,1380.774048,2.889803886,
1380.107056,0.1014044881,1380.107056,0.134595409,1380.107056,0.1385492086,1380.107056,0.1294150501,1380.107056,2.993942738,1380.107056,2.870969772,1380.107056,2.858396053,1380.107056,2.88801527,
1379.440063,0.1041676477,1379.440063,0.1355552375,1379.440063,0.1341401786,1379.440063,0.1285940111,1379.440063,2.982267141,1379.440063,2.867883682,1379.440063,2.872441053,1379.440063,2.890779257,
1378.772949,0.1041882634,1378.772949,0.1343091577,1378.772949,0.1327132732,1378.772949,0.1299648583,1378.772949,2.982181072,1378.772949,2.87189436,1378.772949,2.877085686,1378.772949,2.886173964,
1378.105957,0.1029868275,1378.105957,0.1348730773,1378.105957,0.1356415153,1378.105957,0.1307845116,1378.105957,2.98721838,1378.105957,2.870074749,1378.105957,2.867607355,1378.105957,2.883443594,
1377.438965,0.1005058512,1377.438965,0.1343495399,1377.438965,0.1340195239,1377.438965,0.1318239719,1377.438965,2.997808695,1377.438965,2.871763706,1377.438965,2.87283206,1377.438965,2.880005598,
1376.771973,0.1008591503,1376.771973,0.1354637593,1376.771973,0.1352828741,1376.771973,0.1278926432,1376.771973,2.996284723,1376.771973,2.868176937,1376.771973,2.868757248,1376.771973,2.893154383,
1376.10498,0.1033334434,1376.10498,0.1334867179,1376.10498,0.1336334795,1376.10498,0.1281628609,1376.10498,2.98575902,1376.10498,2.874562025,1376.10498,2.874084711,1376.10498,2.892237902,
1375.437988,0.1045656353,1375.437988,0.1346835345,1375.437988,0.1326072216,1375.437988,0.1295573264,1375.437988,2.980611086,1375.437988,2.870685577,1375.437988,2.877432823,1375.437988,2.887537956,
1374.770996,0.1000580713,1374.770996,0.1313138604,1374.770996,0.1306993216,1374.770996,0.1270360202,1374.770996,2.999747753,1374.770996,2.88168931,1374.770996,2.883726597,1374.770996,2.896073103,
1374.104004,0.1032368541,1374.104004,0.1351242363,1374.104004,0.1354431212,1374.104004,0.1284908205,1374.104004,2.986165285,1374.104004,2.869266748,1374.104004,2.868242979,1374.104004,2.891127825,
1373.437012,0.1014286503,1373.437012,0.1333276331,1373.437012,0.134242788,1373.437012,0.1303126216,1373.437012,2.993839264,1373.437012,2.87507987,1373.437012,2.872108936,1373.437012,2.88501358,
1372.77002,0.09870313853,1372.77002,0.1315791458,1372.77002,0.1316451728,1372.77002,0.1284489185,1372.77002,3.005669117,1372.77002,2.880812883,1372.77002,2.880594969,1372.77002,2.891269445,
1372.103027,0.1036560982,1372.103027,0.1332669109,1372.103027,0.1334569007,1372.103027,0.1312873513,1372.103027,2.984405041,1372.103027,2.875277758,1372.103027,2.874659061,1372.103027,2.881777048,
1371.436035,0.1015053615,1371.436035,0.1343813092,1371.436035,0.1329439133,1371.436035,0.1286330372,1371.436035,2.993510962,1371.436035,2.871661186,1371.436035,2.876331568,1371.436035,2.890647411,
1370.769043,0.1025671363,1370.769043,0.1323434114,1370.769043,0.1324001104,1370.769043,0.131323114,1370.769043,2.988991737,1370.769043,2.878297806,1370.769043,2.878111601,1370.769043,2.881658792,
1370.102051,0.1038638279,1370.102051,0.1338516474,1370.102051,0.1369765103,1370.102051,0.1278048456,1370.102051,2.983535767,1370.102051,2.873376369,1370.102051,2.863353968,1370.102051,2.893452644,
1369.435059,0.1039983854,1369.435059,0.1359426528,1369.435059,0.1365668029,1369.435059,0.1276353598,1369.435059,2.982973337,1369.435059,2.866644144,1369.435059,2.864654779,1369.435059,2.894028902,
1368.768066,0.1044155583,1368.768066,0.13543199,1368.768066,0.1349008828,1368.768066,0.1279758811,1368.768066,2.981234789,1368.768066,2.868278742,1368.768066,2.869985104,1368.768066,2.892871857,
1368.100952,0.1040753126,1368.100952,0.1348167509,1368.100952,0.1365286261,1368.100952,0.1288233101,1368.100952,2.982652187,1368.100952,2.870256186,1368.100952,2.864776373,1368.100952,2.890005589,
1367.43396,0.1025757045,1367.43396,0.134409979,1367.43396,0.1355802268,1367.43396,0.1313439161,1367.43396,2.988955498,1367.43396,2.871568441,1367.43396,2.867803574,1367.43396,2.881590128,
1366.766968,0.1064967364,1366.766968,0.136011377,1366.766968,0.1350955069,1366.766968,0.1275414824,1366.766968,2.972663641,1366.766968,2.866424799,1366.766968,2.869359016,1366.766968,2.894348621,
1366.099976,0.1036452278,1366.099976,0.135230571,1366.099976,0.136074841,1366.099976,0.1310338527,1366.099976,2.984450817,1366.099976,2.868925095,1366.099976,2.866222143,1366.099976,2.88261652,
1365.432983,0.1026081145,1365.432983,0.1355371326,1365.432983,0.1350283474,1365.432983,0.1313589066,1365.432983,2.988818407,1365.432983,2.867941618,1365.432983,2.869575024,1365.432983,2.881540537,
1364.765991,0.1048091948,1364.765991,0.1376842558,1364.765991,0.1357994527,1364.765991,0.130708918,1364.765991,2.979600668,1364.765991,2.861115694,1364.765991,2.867101908,1364.765991,2.883694649,
1364.098999,0.1036332473,1364.098999,0.1354678869,1364.098999,0.137596339,1364.098999,0.1300867349,1364.098999,2.984500885,1364.098999,2.868163586,1364.098999,2.861393213,1364.098999,2.885766983,
1363.432007,0.1034892499,1363.432007,0.1395746917,1363.432007,0.1373022497,1363.432007,0.1309206784,1363.432007,2.985104799,1363.432007,2.855193377,1363.432007,2.86232233,1363.432007,2.882991791,
1362.765015,0.1040269062,1362.765015,0.1355505139,1362.765015,0.1358256638,1362.765015,0.1304230243,1362.765015,2.982854366,1362.765015,2.867898941,1362.765015,2.867018223,1362.765015,2.8846457,
1362.098022,0.1068114787,1362.098022,0.1385459304,1362.098022,0.1360271573,1362.098022,0.130025059,1362.098022,2.971382141,1362.098022,2.858406305,1362.098022,2.866374254,1362.098022,2.885972977,
1361.43103,0.1069297194,1361.43103,0.1360818446,1361.43103,0.1370014101,1361.43103,0.1292884797,1361.43103,2.970901489,1361.43103,2.866199732,1361.43103,2.863275051,1361.43103,2.888440132,
1360.764038,0.1053281501,1360.764038,0.1365650743,1360.764038,0.1366957724,1360.764038,0.1327075809,1360.764038,2.977455616,1360.764038,2.864660263,1360.764038,2.864244938,1360.764038,2.877104282,
1360.097046,0.1071134135,1360.097046,0.1379041821,1360.097046,0.1356679648,1360.097046,0.1297329664,1360.097046,2.970156193,1360.097046,2.860422611,1360.097046,2.867522717,1360.097046,2.886949539,
1359.430054,0.1077955812,1359.430054,0.1376426369,1359.430054,0.1370870918,1359.430054,0.1342304945,1359.430054,2.96739912,1359.430054,2.861247063,1359.430054,2.863003492,1359.430054,2.872148752,
1358.763062,0.1052375287,1358.763062,0.1369593441,1358.763062,0.135944277,1358.763062,0.1326676905,1358.763062,2.977829456,1358.763062,2.863408327,1358.763062,2.866639137,1358.763062,2.877234936,
1358.095947,0.1045852005,1358.095947,0.1384354383,1358.095947,0.1393833607,1358.095947,0.1341954917,1358.095947,2.980529785,1358.095947,2.858752728,1358.095947,2.855788946,1358.095947,2.872262001,
1357.428955,0.1040509343,1357.428955,0.1369645894,1357.428955,0.1379406303,1357.428955,0.1296316683,1357.428955,2.982753992,1357.428955,2.863391638,1357.428955,2.860307693,1357.428955,2.887288809,
1356.761963,0.1038004532,1356.761963,0.1376255006,1356.761963,0.1370993257,1356.761963,0.1311540753,1356.761963,2.98380065,1356.761963,2.861301184,1356.761963,2.86296463,1356.761963,2.882218122,
1356.094971,0.1028758809,1356.094971,0.1371970624,1356.094971,0.1361615956,1356.094971,0.1327205449,1356.094971,2.987686396,1356.094971,2.862655163,1356.094971,2.865945339,1356.094971,2.877061844,
1355.427979,0.10426227,1355.427979,0.1380708516,1355.427979,0.1373796612,1355.427979,0.1310259849,1355.427979,2.981872797,1355.427979,2.85989809,1355.427979,2.862077475,1355.427979,2.882642508,
1354.760986,0.1048963517,1354.760986,0.1385408044,1354.760986,0.1360068619,1354.760986,0.1321583837,1354.760986,2.979239702,1354.760986,2.858422279,1354.760986,2.866439104,1354.760986,2.878905296,
1354.093994,0.1035753414,1354.093994,0.1391042322,1354.093994,0.1349344552,1354.093994,0.1314486265,1354.093994,2.984743595,1354.093994,2.856659651,1354.093994,2.8698771,1354.093994,2.881243944,
1353.427002,0.1023878083,1353.427002,0.1348529905,1353.427002,0.1366354376,1353.427002,0.1313150674,1353.427002,2.989751816,1353.427002,2.87013936,1353.427002,2.864436626,1353.427002,2.881685495,
