FOT_RT,,FOT_35C,,FOT_45C,,FOT_55C,,Convert to Abs("FOT_RT"):FOT_RT,,Convert to Abs("FOT_35C"):FOT_35C,,Convert to Abs("FOT_45C"):FOT_45C,,Convert to Abs("FOT_55C"):FOT_55C,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
2003.751953,0.306824863,2003.751953,0.3498520851,2003.751953,0.3857094347,2003.751953,0.3853335381,2003.751953,2.513109446,2003.751953,2.456115484,2003.751953,2.413739681,2003.751953,2.414163113,
2003.084961,0.3051155806,2003.084961,0.353640765,2003.084961,0.3889757097,2003.084961,0.3861079216,2003.084961,2.515535593,2003.084961,2.451437712,2003.084961,2.410077572,2003.084961,2.413291216,
2002.417969,0.3104314208,2002.417969,0.3544000983,2002.417969,0.3854549229,2002.417969,0.3866994381,2002.417969,2.508034229,2002.417969,2.45050621,2002.417969,2.414026499,2002.417969,2.412626505,
2001.750977,0.3115489781,2001.750977,0.3555011451,2001.750977,0.3795473278,2001.750977,0.3853286505,2001.750977,2.506473541,2001.750977,2.449158907,2001.750977,2.420734167,2001.750977,2.414168596,
2001.083984,0.3034746349,2001.083984,0.3564362824,2001.083984,0.3829307258,2001.083984,0.3844066858,2001.083984,2.517877579,2001.083984,2.448018074,2001.083984,2.416879892,2001.083984,2.415209055,
2000.416992,0.3061517179,2000.416992,0.3544820249,2000.416992,0.3853272796,2000.416992,0.3786221743,2000.416992,2.514063358,2000.416992,2.450405836,2000.416992,2.414170265,2000.416992,2.421793938,
1999.75,0.3078586161,1999.75,0.3546798229,1999.75,0.381996125,1999.75,0.3829759657,1999.75,2.511648655,1999.75,2.450163603,1999.75,2.417941093,1999.75,2.416828394,
1999.083008,0.2972918451,1999.083008,0.3478873372,1999.083008,0.3801634908,1999.083008,0.3731302321,1999.083008,2.526817083,1999.083008,2.45856142,1999.083008,2.42002964,1999.083008,2.428139687,
1998.416016,0.3006958365,1998.416016,0.349445045,1998.416016,0.376458317,1998.416016,0.3817995489,1998.416016,2.52187252,1998.416016,2.45662117,1998.416016,2.424283028,1998.416016,2.418164492,
1997.749023,0.2996991277,1997.749023,0.3475065231,1997.749023,0.3751672208,1997.749023,0.3764173985,1997.749023,2.523314476,1997.749023,2.459037066,1997.749023,2.425775051,1997.749023,2.424330235,
1997.082031,0.297013402,1997.082031,0.3443547189,1997.082031,0.379930377,1997.082031,0.3792927265,1997.082031,2.527224064,1997.082031,2.46299386,1997.082031,2.420295954,1997.082031,2.421025515,
1996.415039,0.2990654111,1996.415039,0.3485992849,1996.415039,0.3756569326,1996.415039,0.3811259866,1996.415039,2.524233818,1996.415039,2.45767355,1996.415039,2.425208569,1996.415039,2.418931484,
1995.748047,0.2996543944,1995.748047,0.3464979231,1995.748047,0.3758257926,1995.748047,0.3731173575,1995.748047,2.523379326,1995.748047,2.460299492,1995.748047,2.425013304,1995.748047,2.428154469,
1995.081055,0.3010552526,1995.081055,0.3476986289,1995.081055,0.3779945076,1995.081055,0.3770816326,1995.081055,2.521353722,1995.081055,2.458796978,1995.081055,2.422514439,1995.081055,2.423564672,
1994.414063,0.2986924946,1994.414063,0.3488036394,1994.414063,0.3781377077,1994.414063,0.370852828,1994.414063,2.524775743,1994.414063,2.457418919,1994.414063,2.42234993,1994.414063,2.430798292,
1993.746948,0.2989461124,1993.746948,0.3481523395,1993.746948,0.3793099821,1993.746948,0.3748324811,1993.746948,2.524407148,1993.746948,2.458230734,1993.746948,2.421005726,1993.746948,2.42616272,
1993.079956,0.2959338427,1993.079956,0.3490533829,1993.079956,0.3749359548,1993.079956,0.3748257756,1993.079956,2.528805256,1993.079956,2.457108021,1993.079956,2.426042795,1993.079956,2.426170588,
1992.412964,0.2984850705,1992.412964,0.3487565219,1992.412964,0.3764597178,1992.412964,0.3725418448,1992.412964,2.525077343,1992.412964,2.45747757,1992.412964,2.424281597,1992.412964,2.428824902,
1991.745972,0.300234288,1991.745972,0.3430626988,1991.745972,0.3741885126,1991.745972,0.3738309145,1991.745972,2.522539616,1991.745972,2.464626551,1991.745972,2.426909447,1991.745972,2.427324772,
1991.078979,0.2996784151,1991.078979,0.3469538391,1991.078979,0.3758469224,1991.078979,0.3727145493,1991.078979,2.523344517,1991.078979,2.459728241,1991.078979,2.424988985,1991.078979,2.428623676,
1990.411987,0.2948771417,1990.411987,0.3478739858,1990.411987,0.3735881746,1990.411987,0.3716748357,1990.411987,2.530358791,1990.411987,2.45857811,1990.411987,2.427606821,1990.411987,2.42983675,
1989.744995,0.2977403104,1989.744995,0.34980762,1989.744995,0.3749360442,1989.744995,0.3722257614,1989.744995,2.526162386,1989.744995,2.456170797,1989.744995,2.426042795,1989.744995,2.429193497,
1989.078003,0.2957413793,1989.078003,0.3465430439,1989.078003,0.3750765324,1989.078003,0.3744911253,1989.078003,2.529087782,1989.078003,2.460242748,1989.078003,2.425880194,1989.078003,2.426558495,
1988.411011,0.2980456352,1988.411011,0.345505178,1988.411011,0.3745722473,1988.411011,0.371250242,1988.411011,2.525717258,1988.411011,2.461545467,1988.411011,2.426464319,1988.411011,2.430333376,
1987.744019,0.2938879728,1987.744019,0.3422738016,1987.744019,0.3740541935,1987.744019,0.3687876165,1987.744019,2.531818151,1987.744019,2.46562624,1987.744019,2.427065372,1987.744019,2.433223724,
1987.077026,0.2952274978,1987.077026,0.3431236446,1987.077026,0.3771060407,1987.077026,0.3692991436,1987.077026,2.529843092,1987.077026,2.464549303,1987.077026,2.423536539,1987.077026,2.432621717,
1986.410034,0.2971414328,1986.410034,0.3426857293,1986.410034,0.372099191,1986.410034,0.3753415346,1986.410034,2.527036905,1986.410034,2.465103865,1986.410034,2.429341316,1986.410034,2.425573349,
1985.743042,0.2983597815,1985.743042,0.3411111236,1985.743042,0.3723607957,1985.743042,0.3727357984,1985.743042,2.525259733,1985.743042,2.467104197,1985.743042,2.42903614,1985.743042,2.428598881,
1985.07605,0.2927476466,1985.07605,0.3470927775,1985.07605,0.3753383756,1985.07605,0.3720885515,1985.07605,2.533506632,1985.07605,2.459554434,1985.07605,2.425576925,1985.07605,2.429353714,
1984.409058,0.2953468263,1984.409058,0.3443330824,1984.409058,0.3735028207,1984.409058,0.3742432594,1984.409058,2.529667616,1984.409058,2.463021278,1984.409058,2.427706003,1984.409058,2.426846027,
1983.741943,0.293857038,1983.741943,0.3435789347,1983.741943,0.3702011108,1983.741943,0.3754534721,1983.741943,2.531863928,1983.741943,2.463973522,1983.741943,2.431562185,1983.741943,2.425443888,
1983.074951,0.293232888,1983.074951,0.3438759446,1983.074951,0.3681446314,1983.074951,0.3715223372,1983.074951,2.532787323,1983.074951,2.463598251,1983.074951,2.433981419,1983.074951,2.430015087,
1982.407959,0.2958547473,1982.407959,0.3437007964,1982.407959,0.3721090853,1982.407959,0.3691006005,1982.407959,2.528921366,1982.407959,2.463819504,1982.407959,2.429329634,1982.407959,2.432855368,
1981.740967,0.2952747047,1981.740967,0.3413700759,1981.740967,0.3713153899,1981.740967,0.3694074154,1981.740967,2.529773712,1981.740967,2.466774464,1981.740967,2.430257082,1981.740967,2.432494402,
1981.073975,0.2969296277,1981.073975,0.3425445557,1981.073975,0.3700691164,1981.073975,0.3708615303,1981.073975,2.527346373,1981.073975,2.465282917,1981.073975,2.431717157,1981.073975,2.430788279,
1980.406982,0.299810648,1980.406982,0.3405304253,1980.406982,0.3708379269,1980.406982,0.3698429167,1980.406982,2.523153067,1980.406982,2.467844009,1980.406982,2.430815935,1980.406982,2.431982756,
1979.73999,0.2929487228,1979.73999,0.3415977061,1979.73999,0.3724906445,1979.73999,0.3690154254,1979.73999,2.53320837,1979.73999,2.466485023,1979.73999,2.428884745,1979.73999,2.432955503,
1979.072998,0.2935324311,1979.072998,0.3432846963,1979.072998,0.3666811883,1979.072998,0.3709021807,1979.072998,2.532343864,1979.072998,2.464345455,1979.072998,2.435711384,1979.072998,2.430740595,
1978.406006,0.2920018137,1978.406006,0.3424524665,1978.406006,0.3711511195,1978.406006,0.3704275191,1978.406006,2.534614563,1978.406006,2.465399742,1978.406006,2.430449247,1978.406006,2.431296825,
1977.739014,0.2926687896,1977.739014,0.3401723802,1977.739014,0.3751959503,1977.739014,0.36992836,1977.739014,2.533623695,1977.739014,2.468301058,1977.739014,2.425741911,1977.739014,2.431882381,
1977.072021,0.2957436144,1977.072021,0.3439826369,1977.072021,0.366414398,1977.072021,0.3679807484,1977.072021,2.529084682,1977.072021,2.463463545,1977.072021,2.436027527,1977.072021,2.434175014,
1976.405029,0.2934981287,1976.405029,0.3419781327,1976.405029,0.3734484911,1976.405029,0.370416075,1976.405029,2.532394648,1976.405029,2.466001749,1976.405029,2.427769184,1976.405029,2.431310177,
1975.738037,0.2924160063,1975.738037,0.3440273106,1975.738037,0.3705122471,1975.738037,0.3677065372,1975.738037,2.533998966,1975.738037,2.46340704,1975.738037,2.431197405,1975.738037,2.434498549,
1975.071045,0.2920023501,1975.071045,0.3392139077,1975.071045,0.3683017194,1975.071045,0.3705917597,1975.071045,2.534613609,1975.071045,2.469526291,1975.071045,2.433796167,1975.071045,2.431104183,
1974.404053,0.2934853137,1974.404053,0.339572072,1974.404053,0.3698084652,1974.404053,0.3654579818,1974.404053,2.532413721,1974.404053,2.46906805,1974.404053,2.432023048,1974.404053,2.437162638,
1973.737061,0.2921096981,1973.737061,0.3446683884,1973.737061,0.3705394268,1973.737061,0.3696617782,1973.737061,2.534454107,1973.737061,2.462598562,1973.737061,2.431165695,1973.737061,2.432195425,
1973.069946,0.2896697819,1973.069946,0.3395058811,1973.069946,0.3678799272,1973.069946,0.3658469915,1973.069946,2.538096905,1973.069946,2.469152689,1973.069946,2.434293985,1973.069946,2.436700583,
1972.402954,0.2921276987,1972.402954,0.3418333232,1972.402954,0.3733240366,1972.402954,0.3660022914,1972.402954,2.534427166,1972.402954,2.46618557,1972.402954,2.427914143,1972.402954,2.436516285,
1971.735962,0.291970104,1971.735962,0.3404610157,1971.735962,0.3669664264,1971.735962,0.3661117852,1971.735962,2.534661531,1971.735962,2.467932701,1971.735962,2.435373783,1971.735962,2.436386347,
1971.06897,0.291395545,1971.06897,0.3400056064,1971.06897,0.36877051,1971.06897,0.3670518398,1971.06897,2.535517216,1971.06897,2.468513966,1971.06897,2.433243752,1971.06897,2.435272694,
1970.401978,0.2904626131,1970.401978,0.3412696123,1970.401978,0.3671704531,1970.401978,0.3649733067,1970.401978,2.536909819,1970.401978,2.466902494,1970.401978,2.435132265,1970.401978,2.437738895,
1969.734985,0.2914198339,1969.734985,0.3417250216,1969.734985,0.3682739437,1969.734985,0.366294235,1969.734985,2.535480976,1969.734985,2.466323137,1969.734985,2.433829069,1969.734985,2.436169863,
1969.067993,0.2905844152,1969.067993,0.3368510306,1969.067993,0.3654122353,1969.067993,0.3622479141,1969.067993,2.536727667,1969.067993,2.472562075,1969.067993,2.437216997,1969.067993,2.440994024,
1968.401001,0.2928957045,1968.401001,0.3404523432,1968.401001,0.3674588203,1968.401001,0.3666821122,1968.401001,2.533287048,1968.401001,2.467943668,1968.401001,2.434791327,1968.401001,2.435710192,
1967.734009,0.2907772064,1967.734009,0.339301765,1967.734009,0.3671732843,1967.734009,0.3642362952,1967.734009,2.536439657,1967.734009,2.469413757,1967.734009,2.435128927,1967.734009,2.438616753,
1967.067017,0.2863984704,1967.067017,0.3407393396,1967.067017,0.3699023128,1967.067017,0.3694939315,1967.067017,2.543029308,1967.067017,2.467577696,1967.067017,2.431912899,1967.067017,2.432392597,
1966.400024,0.289157778,1966.400024,0.3396143615,1966.400024,0.3696074188,1966.400024,0.3618916571,1966.400024,2.538865089,1966.400024,2.469013929,1966.400024,2.432259321,1966.400024,2.441421509,
1965.733032,0.2882822156,1965.733032,0.3417253792,1965.733032,0.3671056032,1965.733032,0.3674997985,1965.733032,2.540182114,1965.733032,2.46632266,1965.733032,2.435209036,1965.733032,2.434742928,
1965.06604,0.2895030379,1965.06604,0.339191556,1965.06604,0.3644972146,1965.06604,0.3627190292,1965.06604,2.538346767,1965.06604,2.469554901,1965.06604,2.438305855,1965.06604,2.440429688,
1964.399048,0.2914741337,1964.399048,0.3357806504,1964.399048,0.3644596934,1964.399048,0.3605163991,1964.399048,2.535399914,1964.399048,2.473944426,1964.399048,2.438350439,1964.399048,2.443074942,
1963.732056,0.292414695,1963.732056,0.3398012519,1963.732056,0.3667660356,1963.732056,0.3641248047,1963.732056,2.534000874,1963.732056,2.468775034,1963.732056,2.43561101,1963.732056,2.43874979,
1963.065063,0.2888599038,1963.065063,0.3377389312,1963.065063,0.3650869131,1963.065063,0.362729162,1963.065063,2.53931284,1963.065063,2.471418858,1963.065063,2.437603712,1963.065063,2.440417528,
1962.397949,0.292766273,1962.397949,0.3347605467,1962.397949,0.3680938482,1962.397949,0.3643931448,1962.397949,2.533478975,1962.397949,2.475265741,1962.397949,2.4340415,1962.397949,2.438429832,
1961.730957,0.2895727456,1961.730957,0.3367427588,1961.730957,0.3704350591,1961.730957,0.3637754619,1961.730957,2.53824234,1961.730957,2.472701788,1961.730957,2.431288004,1961.730957,2.439166546,
1961.063965,0.2880999744,1961.063965,0.3359683156,1961.063965,0.3612992167,1961.063965,0.3598879576,1961.063965,2.540456772,1961.063965,2.473701715,1961.063965,2.44213295,1961.063965,2.443832636,
1960.396973,0.2875441313,1960.396973,0.3368288875,1960.396973,0.3626430333,1960.396973,0.3615931273,1960.396973,2.541295528,1960.396973,2.472590685,1960.396973,2.440520763,1960.396973,2.441779852,
1959.72998,0.2862024903,1959.72998,0.3354250491,1959.72998,0.3641794324,1959.72998,0.3612545431,1959.72998,2.543326616,1959.72998,2.474404573,1959.72998,2.438684464,1959.72998,2.442186594,
1959.062988,0.2862878442,1959.062988,0.3373235762,1959.062988,0.3662779331,1959.062988,0.3623566926,1959.062988,2.543197155,1959.062988,2.471953392,1959.062988,2.436189175,1959.062988,2.440863609,
1958.395996,0.2856969237,1958.395996,0.3344093263,1958.395996,0.363535285,1958.395996,0.3628656864,1958.395996,2.544094563,1958.395996,2.475721598,1958.395996,2.439453363,1958.395996,2.440253973,
1957.729004,0.2877812982,1957.729004,0.3358328938,1957.729004,0.3593837023,1957.729004,0.3614830375,1957.729004,2.540937424,1957.729004,2.473876715,1957.729004,2.444441557,1957.729004,2.441912174,
1957.062012,0.2833859622,1957.062012,0.3353093863,1957.062012,0.3621020913,1957.062012,0.3595482707,1957.062012,2.547621727,1957.062012,2.4745543,1957.062012,2.441169024,1957.062012,2.444242716,
1956.39502,0.2887141109,1956.39502,0.3364084065,1956.39502,0.3625455201,1956.39502,0.3633554876,1956.39502,2.539531946,1956.39502,2.473133087,1956.39502,2.44063735,1956.39502,2.439668179,
1955.728027,0.285258621,1955.728027,0.3352834582,1955.728027,0.3638519347,1955.728027,0.3654331565,1955.728027,2.544761181,1955.728027,2.474587917,1955.728027,2.439075232,1955.728027,2.437191963,
1955.061035,0.2871649563,1955.061035,0.335018307,1955.061035,0.3614485264,1955.061035,0.3585047424,1955.061035,2.541868448,1955.061035,2.474931479,1955.061035,2.441953659,1955.061035,2.445505142,
1954.394043,0.2820617557,1954.394043,0.3314457238,1954.394043,0.3642224371,1954.394043,0.3604432344,1954.394043,2.549655914,1954.394043,2.479587555,1954.394043,2.438633204,1954.394043,2.443163157,
1953.727051,0.2871139944,1953.727051,0.3345772028,1953.727051,0.3583022356,1953.727051,0.3590966463,1953.727051,2.541945696,1953.727051,2.475503683,1953.727051,2.445750475,1953.727051,2.444788694,
1953.060059,0.2843287885,1953.060059,0.3348816037,1953.060059,0.3620964587,1953.060059,0.3553157747,1953.060059,2.546179295,1953.060059,2.475108624,1953.060059,2.441175699,1953.060059,2.449385405,
1952.392944,0.2858727872,1952.392944,0.3317575455,1952.392944,0.3610331416,1952.392944,0.3613454103,1952.392944,2.543827057,1952.392944,2.479179144,1952.392944,2.442452908,1952.392944,2.442077398,
1951.725952,0.2814114094,1951.725952,0.3362497091,1951.725952,0.3611929417,1951.725952,0.3590486944,1951.725952,2.550658226,1951.725952,2.473338127,1951.725952,2.442260742,1951.725952,2.44484663,
1951.05896,0.2829577327,1951.05896,0.3338756263,1951.05896,0.3580012023,1951.05896,0.3555135429,1951.05896,2.548278332,1951.05896,2.476415396,1951.05896,2.446115494,1951.05896,2.449143887,
1950.391968,0.2853706777,1950.391968,0.3331530988,1950.391968,0.361130029,1950.391968,0.357167393,1950.391968,2.544590712,1950.391968,2.477356195,1950.391968,2.442336321,1950.391968,2.447128296,
1949.724976,0.2863735557,1949.724976,0.3312414289,1949.724976,0.3596923053,1949.724976,0.3587651253,1949.724976,2.543066978,1949.724976,2.479855299,1949.724976,2.444068909,1949.724976,2.445189714,
1949.057983,0.2836481333,1949.057983,0.3315254152,1949.057983,0.3598306179,1949.057983,0.3566754162,1949.057983,2.547219992,1949.057983,2.479483128,1949.057983,2.443901777,1949.057983,2.447726727,
1948.390991,0.2835753262,1948.390991,0.3334676623,1948.390991,0.3588719964,1948.390991,0.3523447514,1948.390991,2.547331572,1948.390991,2.476946354,1948.390991,2.445060492,1948.390991,2.453032255,
1947.723999,0.2842944562,1947.723999,0.3312406242,1947.723999,0.3614952266,1947.723999,0.3556473255,1947.723999,2.546231508,1947.723999,2.479856491,1947.723999,2.441897392,1947.723999,2.44898057,
1947.057007,0.2814778984,1947.057007,0.331479162,1947.057007,0.3566779196,1947.057007,0.3558366001,1947.057007,2.550555706,1947.057007,2.479543686,1947.057007,2.447723866,1947.057007,2.448749304,
1946.390015,0.2841361463,1946.390015,0.3300022483,1946.390015,0.3575980961,1946.390015,0.3554443717,1946.390015,2.546473503,1946.390015,2.481482983,1946.390015,2.446604729,1946.390015,2.449228287,
1945.723022,0.2769995928,1945.723022,0.3289030492,1945.723022,0.3576951623,1945.723022,0.3563035727,1945.723022,2.557520866,1945.723022,2.482932091,1945.723022,2.44648695,1945.723022,2.448179722,
1945.05603,0.2804237604,1945.05603,0.3287313282,1945.05603,0.3578930497,1945.05603,0.3563865721,1945.05603,2.552185297,1945.05603,2.483158827,1945.05603,2.446246862,1945.05603,2.448078632,
1944.389038,0.2843567431,1944.389038,0.3277716339,1944.389038,0.3572620153,1944.389038,0.3572479188,1944.389038,2.546136379,1944.389038,2.484428644,1944.389038,2.44701314,1944.389038,2.447030306,
1943.722046,0.2839536667,1943.722046,0.328171283,1943.722046,0.3566245735,1943.722046,0.3535573483,1943.722046,2.546752453,1943.722046,2.483899355,1943.722046,2.447788715,1943.722046,2.451540232,
1943.055054,0.2788477242,1943.055054,0.3310747147,1943.055054,0.3547091186,1943.055054,0.3550362885,1943.055054,2.554632902,1943.055054,2.480073929,1943.055054,2.450127602,1943.055054,2.449727297,
1942.388062,0.2822150588,1942.388062,0.3298939168,1942.388062,0.3564922214,1942.388062,0.3509783745,1942.388062,2.54941988,1942.388062,2.481625795,1942.388062,2.447949886,1942.388062,2.454719543,
1941.720947,0.280651927,1941.720947,0.3294962347,1941.720947,0.3554114699,1941.720947,0.3536350727,1941.720947,2.551831961,1941.720947,2.482149601,1941.720947,2.449268579,1941.720947,2.451444626,
1941.053955,0.2799760401,1941.053955,0.3297256827,1941.053955,0.3583317995,1941.053955,0.3571617305,1941.053955,2.552879095,1941.053955,2.481847286,1941.053955,2.445714712,1941.053955,2.447134972,
1940.386963,0.2809277177,1940.386963,0.3289865255,1940.386963,0.3587530851,1940.386963,0.3528860807,1940.386963,2.55140543,1940.386963,2.482821941,1940.386963,2.445204258,1940.386963,2.452365398,
1939.719971,0.2785366178,1939.719971,0.3277064562,1939.719971,0.3535696864,1939.719971,0.3494800329,1939.719971,2.555117607,1939.719971,2.484514952,1939.719971,2.451524973,1939.719971,2.456577539,
1939.052979,0.2804363966,1939.052979,0.3282112777,1939.052979,0.3536588848,1939.052979,0.3518955708,1939.052979,2.552165508,1939.052979,2.483846426,1939.052979,2.451415539,1939.052979,2.453586102,
1938.385986,0.2793519795,1938.385986,0.3259376287,1938.385986,0.3571487367,1938.385986,0.3528793752,1938.385986,2.553848267,1938.385986,2.48686552,1938.385986,2.447150946,1938.385986,2.452373743,
1937.718994,0.2782726288,1937.718994,0.3275691867,1937.718994,0.3535809815,1937.718994,0.35143134,1937.718994,2.555529594,1937.718994,2.484696865,1937.718994,2.451511145,1937.718994,2.454159498,
1937.052002,0.2787072659,1937.052002,0.3245978653,1937.052002,0.3513716757,1937.052002,0.3516809642,1937.052002,2.55485177,1937.052002,2.488654375,1937.052002,2.45423317,1937.052002,2.453851223,
1936.38501,0.2780105174,1936.38501,0.3300634921,1936.38501,0.3545230925,1936.38501,0.3559308946,1936.38501,2.555938721,1936.38501,2.481402397,1936.38501,2.45035553,1936.38501,2.448634386,
1935.718018,0.2767552137,1935.718018,0.3261003792,1935.718018,0.3551103473,1935.718018,0.3499747217,1935.718018,2.557904243,1935.718018,2.486648798,1935.718018,2.449636698,1935.718018,2.455963373,
1935.051025,0.2762732208,1935.051025,0.3255334496,1935.051025,0.3554423451,1935.051025,0.3498399258,1935.051025,2.558661222,1935.051025,2.487404346,1935.051025,2.449230909,1935.051025,2.456130743,
1934.384033,0.2781149447,1934.384033,0.3257413507,1934.384033,0.3549426496,1934.384033,0.3525670767,1934.384033,2.555775642,1934.384033,2.487127066,1934.384033,2.449841738,1934.384033,2.452758312,
1933.717041,0.2753976882,1933.717041,0.3220392466,1933.717041,0.3512571156,1933.717041,0.3498103619,1933.717041,2.560039759,1933.717041,2.492091179,1933.717041,2.45437479,1933.717041,2.456167221,
1933.050049,0.2766340971,1933.050049,0.3285378814,1933.050049,0.3498440385,1933.050049,0.3512366712,1933.050049,2.558094263,1933.050049,2.48341465,1933.050049,2.456125498,1933.050049,2.454400063,
1932.383057,0.280093044,1932.383057,0.3267506361,1932.383057,0.3531599045,1932.383057,0.3509620428,1932.383057,2.552697659,1932.383057,2.485783577,1932.383057,2.452028513,1932.383057,2.454739809,
1931.716064,0.2771601379,1931.716064,0.3257688582,1931.716064,0.3528683782,1931.716064,0.3495382965,1931.716064,2.557269335,1931.716064,2.487090349,1931.716064,2.452387333,1931.716064,2.456505299,
1931.04895,0.2741136551,1931.04895,0.3298498094,1931.04895,0.3478737772,1931.04895,0.3487638533,1931.04895,2.562069416,1931.04895,2.481683731,1931.04895,2.458578348,1931.04895,2.45746851,
1930.381958,0.27849105,1930.381958,0.3238343894,1930.381958,0.3511969149,1930.381958,0.35366413,1930.381958,2.555188656,1930.381958,2.489676952,1930.381958,2.454449415,1930.381958,2.451408863,
1929.714966,0.2782634497,1929.714966,0.3241001368,1929.714966,0.3483716547,1929.714966,0.3467134833,1929.714966,2.5555439,1929.714966,2.489320755,1929.714966,2.457957268,1929.714966,2.460029364,
1929.047974,0.2771802247,1929.047974,0.3237258792,1929.047974,0.3498791456,1929.047974,0.3468298018,1929.047974,2.557237864,1929.047974,2.489822626,1929.047974,2.456081867,1929.047974,2.45988369,
1928.380981,0.2781001031,1928.380981,0.3230784833,1928.380981,0.3500095904,1928.380981,0.3479373753,1928.380981,2.555798769,1928.380981,2.4906919,1928.380981,2.455919981,1928.380981,2.458498955,
1927.713989,0.2772812545,1927.713989,0.3248201609,1927.713989,0.3528273106,1927.713989,0.3488607109,1927.713989,2.557079554,1927.713989,2.488357067,1927.713989,2.452437878,1927.713989,2.45734787,
1927.046997,0.2763720453,1927.046997,0.3227019608,1927.046997,0.3527325094,1927.046997,0.3484232724,1927.046997,2.558505774,1927.046997,2.491198301,1927.046997,2.452554464,1927.046997,2.457892895,
1926.380005,0.276714772,1926.380005,0.3267441094,1926.380005,0.3517591059,1926.380005,0.3441211879,1926.380005,2.557967663,1926.380005,2.48579216,1926.380005,2.453754663,1926.380005,2.463288546,
1925.713013,0.2714271247,1925.713013,0.3263012469,1925.713013,0.351105243,1925.713013,0.3461383283,1925.713013,2.566346645,1925.713013,2.486381292,1925.713013,2.454562664,1925.713013,2.460750341,
1925.046021,0.2777784467,1925.046021,0.3247408569,1925.046021,0.3497141302,1925.046021,0.347022593,1925.046021,2.556301355,1925.046021,2.488463163,1925.046021,2.456286907,1925.046021,2.459642172,
1924.379028,0.2743846476,1924.379028,0.3222194314,1924.379028,0.3479546607,1924.379028,0.3466940522,1924.379028,2.561640263,1924.379028,2.49184823,1924.379028,2.458477259,1924.379028,2.460053682,
1923.712036,0.274967283,1923.712036,0.3232904971,1923.712036,0.3485125899,1923.712036,0.347935617,1923.712036,2.560719013,1923.712036,2.49040699,1923.712036,2.457781553,1923.712036,2.458501101,
1923.045044,0.2787000239,1923.045044,0.3227184415,1923.045044,0.3520876765,1923.045044,0.3476835489,1923.045044,2.554862976,1923.045044,2.491176128,1923.045044,2.453349113,1923.045044,2.458815813,
1922.378052,0.274913758,1922.378052,0.3181138337,1922.378052,0.3467251658,1922.378052,0.3476985693,1922.378052,2.560803413,1922.378052,2.49741745,1922.378052,2.460014582,1922.378052,2.458796978,
1921.71106,0.2719079256,1921.71106,0.3201693892,1921.71106,0.3526316583,1921.71106,0.3428317606,1921.71106,2.565578222,1921.71106,2.494620085,1921.71106,2.45267868,1921.71106,2.464918852,
1921.043945,0.2735574543,1921.043945,0.3244076967,1921.043945,0.3435989618,1921.043945,0.3451647162,1921.043945,2.562951565,1921.043945,2.488908768,1921.043945,2.46394825,1921.043945,2.461973667,
1920.376953,0.2747711241,1920.376953,0.3214814365,1920.376953,0.3477002978,1920.376953,0.3464104235,1920.376953,2.561028957,1920.376953,2.492844105,1920.376953,2.458794832,1920.376953,2.460409164,
1919.709961,0.2763946354,1919.709961,0.3194854259,1919.709961,0.3481734395,1919.709961,0.3457058966,1919.709961,2.558470488,1919.709961,2.495548964,1919.709961,2.458204269,1919.709961,2.461293221,
1919.042969,0.2737156451,1919.042969,0.3214200735,1919.042969,0.3460525572,1919.042969,0.3449316621,1919.042969,2.56270051,1919.042969,2.492927074,1919.042969,2.460857868,1919.042969,2.462266922,
1918.375977,0.2725709081,1918.375977,0.3191747367,1918.375977,0.3439923227,1918.375977,0.3442332745,1918.375977,2.564520597,1918.375977,2.495971441,1918.375977,2.463451147,1918.375977,2.463147163,
1917.708984,0.2714580894,1917.708984,0.321610868,1917.708984,0.3431068659,1917.708984,0.3447821438,1917.708984,2.566297293,1917.708984,2.492669344,1917.708984,2.464570522,1917.708984,2.462455273,
1917.041992,0.2707141042,1917.041992,0.3190399408,1917.041992,0.3449374139,1917.041992,0.3439437151,1917.041992,2.567489147,1917.041992,2.496155024,1917.041992,2.462259769,1917.041992,2.463512659,
1916.375,0.2745656073,1916.375,0.3210743964,1916.375,0.3457503915,1916.375,0.3425224125,1916.375,2.561353922,1916.375,2.493394375,1916.375,2.461237431,1916.375,2.46531105,
1915.708008,0.2707620263,1915.708008,0.3186851442,1915.708008,0.346274972,1915.708008,0.3441996276,1915.708008,2.567412376,1915.708008,2.49663806,1915.708008,2.460578918,1915.708008,2.463189602,
1915.041016,0.2733817697,1915.041016,0.3218564987,1915.041016,0.3457826376,1915.041016,0.3465743363,1915.041016,2.563230515,1915.041016,2.492337704,1915.041016,2.461196899,1915.041016,2.460203648,
1914.374023,0.276904434,1914.374023,0.320486784,1914.374023,0.3446215093,1914.374023,0.3421158195,1914.374023,2.557670116,1914.374023,2.494189978,1914.374023,2.46265769,1914.374023,2.46582675,
1913.707031,0.2751798034,1913.707031,0.3214956224,1913.707031,0.3472101986,1913.707031,0.3449364901,1913.707031,2.56038332,1913.707031,2.492825031,1913.707031,2.459407568,1913.707031,2.462260962,
1913.040039,0.2739290893,1913.040039,0.3190846443,1913.040039,0.3441714942,1913.040039,0.3435654938,1913.040039,2.562361956,1913.040039,2.496093988,1913.040039,2.463225126,1913.040039,2.46399045,
